#,0,2,61,62,63,64,66,67,68,69,70,71,72,73,99,103,104,1,6,7,3,15,16,4,5,701,702,703,704,705,999,710,711,901,902,903,904,905,906,907,908,909,910,921,922,923,924,95,96,501,502,503,504,14,8,9,31,38,39,40,10,11,12,13,101,21,22,23,24,25,26,27,28,29,30,601,602,603,611,612,613,614,615,604,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,32,33,34,35,36,81,82,83,84,85,86,50041,50042,50043,50044,50045,50046,50032,50033,50022,50023,51110,51101,51102,51103,51104,51105,51106,51107,51108,51109,51111,50081,50082,50083,51367,51368,51369,50084,50085,50086,51370,51371,51372,50071,50072,50073,50092,50093,50094,50095,50096,50097,50098,98,37,91,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230
0,吐納法,1,0,0,0,0,0,1,0,0,無,無,無,0,吐出濁気，納入清気的練気法門。所谓：“気聚则生，気灭则亡”，呼吸吐納之法乃是一切内功的根基所在。,0,0,-1,-1,1,0,0,0,0,0,0.025,0.025,0.025,0.025,0.025,100,601&0.5,3,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
101,静禅功,1,101,1,20,0.1,3,1,5,9,颅息穴,耳門穴,十二正経,20,“無碍清净慧，皆因禅定生”。静禅功可令修习者清静安宁，祛除心中雑思，以達到心神合一，明心见性的开悟境界。,1,5001,0,0,1,1,1,0,0,1,0.02,0.02,0.02,0.02,0.02,120,601&0.5|65&0.25|66&0.75|514&0.6,3,0,0,0,1,0,0,0,1,0,2,2,2,4,4,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
102,羅漢功,2,101,1,30,0.2,6,0,5,9,巨骨,头角,肉身筋骨,50,羅漢功发于巨骨，以正陽気，可以扫除寒邪；納于头角，以开慧眼，可以夜间视物。是由外壮而铄内劲的法門。,2,5002,0,0,1,1,1,0,1,2,0.2,0,0,0,0,120,601&0.75|62&0.35|66&0.8|514&0.9,3,0,0,0,0,0,0,0,0,0,0,5,1,8,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
103,心意気混元功,3,101,2,40,0.3,11,1,5,9,会陽穴,承光穴,十二正経,95,“心与意合，意与気合，気与力合”即心意気之混元功。混元功以平和自然之内息化作雄沉中正之外力，运功时虽心神俱寂，周身却隐隐有声。,3,5003,0,0,1,1,1,0,1,3,0.3,0,0,0,0,120,601&1.15|64&0.3|65&0.3|66&0.7|514&1.35,3,0,0,0,1,0,0,1,0,0,2,3,1,5,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
104,無色禅功,4,101,2,50,0.4,18,1,4,9,玉枕穴,迎香穴,十二正経,155,無色禅功不殆于心，無相無迹，功力看似古井不波，実则却源源不断。正是：“空無辺、识無辺、無所有、非想非非想”之無所有而無所不有之妙境。,4,5004,0,0,2,1,1,0,0,4,0.08,0.08,0.08,0.08,0.08,120,601&1.5|65&0.45|66&1|514&1.8,6,0,0,0,0,1,0,0,2,0,3,2,3,3,4,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
105,菩提心修法,5,101,3,60,0.5,27,1,5,7,喜爱,慈悲,心意神识,230,菩提心乃是一切大乘佛法之根本，亦是以禅入武之決要。以菩提心相摄持，方能化解殺人法門之戾気，臻至佛法与武学的更高境界。,5,5005,0,0,2,1,1,0,1,5,0.5,0,0,0,0,120,601&1.9|65&0.5|66&1.1|514&2.3,6,0,0,0,0,0,1,0,0,0,3,2,3,6,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
106,雑阿含経,6,101,3,70,0.6,38,1,4,9,附陽穴,地仓穴,奇経八脈,320,雑阿含経有千般法門，万种功力，無穷無尽。可以除魔怔，解未可解之困厄，可证一切奇思异想，悟未可悟之奥妙。,6,5006,0,0,2,1,1,0,1,6,0.6,0,0,0,0,120,601&2.3|64&0.35|65&0.55|66&0.85|514&2.75,6,0,0,1,1,1,1,1,1,1,1,2,2,3,4,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,,,,,
107,阿羅漢神功,7,101,4,80,0.7,51,0,3,9,下横,天柱,肉身筋骨,425,形如枯槁力千斤，肉眼凡胎観精神，功力所至，伤痛消弭，百邪退避，诸般絶艺亦無师自通，無念自成，此即是阿羅漢神功。,7,5007,0,0,2,1,1,0,1,7,0.7,0,0,0,0,120,601&2.65|62&1.3|66&0.6|514&3.2,9,0,0,0,0,0,0,0,0,0,0,6,3,9,6,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.5,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,0,0,,,0
108,易筋経,8,101,4,90,0.8,66,0,3,9,絶骨,印堂,肉身筋骨,545,達摩祖师所传，乃是强健筋骨，激发人身体無限潜力之無上外壮神功。正是：“易筋功已毕，便成金剛体。外感不能侵，饮食不为积”。,8,5008,0,0,3,1,1,0,0,8,0.16,0.16,0.16,0.16,0.16,120,601&3.05|62&1.1|66&0.95|514&3.65,9,0,0,2,0,0,0,0,0,0,2,4,2,7,6,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,1.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,0,0,,,0
109,洗髓経,9,101,5,100,0.9,83,1,5,9,腰俞穴,神庭穴,奇経八脈,680,経雲：“浃骨更洽髓，脱壳飛身去。渐几渾化天，末后究竟地”。洗髓経乃是達摩祖师所传之内涤元神，令人脱胎换骨的無上内壮神功。,9,5009,0,0,3,1,1,1,0,9,0.18,0.18,0.18,0.18,0.18,120,601&3.45|64&1.1|66&1.1|514&4.15,9,0,0,0,2,0,2,0,2,0,2,3,3,4,4,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0|0,0|0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.75,0,0.2,0,0,0,0,0,0,0,0,0,0,0.5,1.75,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,,,,,,,,,,,,-1,,,,,,,0,0,,,0
